Thrust (N),0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,80.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0,96.0,98.0,100.0,102.0,104.0,106.0,108.0,110.0,112.0,114.0,116.0,118.0,120.0,122.0,124.0,126.0,128.0,130.0,132.0,134.0,136.0,138.0,140.0,142.0,144.0,146.0,148.0,150.0,152.0,154.0,156.0,158.0,160.0,162.0,164.0,166.0,168.0,170.0,172.0,174.0,176.0,178.0,180.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.4342181066252,602.5459803782808,1579.1776932326404,622.6039688956638,625.140746644514,627.2234688815375,706.8457203163246,606.9605339468493,607.992722412487,624.6322148255002,607.972549926508,635.4458414220815,602.9011248112297,606.167906003486,627.7625932691468,603.8607319536139,613.9083262743077,610.6304757493838,612.6568085182234,607.6849255522657,641.1570387809608,600.7877968976127,619.9762862643349,610.1957760306752,627.6743069599727,604.9100835617116,644.1589879536018,609.8137970645408,603.9757832794675,608.8260168267846,643.2896569619284,637.3991582234481,602.702242386365,609.3528342960346,603.7310254710295,603.0866634306067,605.8923966515249,607.9711829766229,602.0680115720046,603.8336081351835,606.4286470747043,605.510296321271,602.5659091436759,608.5882949551456,604.5296116187163,600.7690646035599,605.7830852402843,607.5603556191186,600.7426079954471,609.1531123264822,601.5586786746999
9.89,710.4623338702075,709.8448363242343,709.2304916053574,708.619374088049,708.0115584109342,707.3990106617134,706.9741103476555,706.7243912029317,706.4661615801697,706.1990276870854,705.9561188161686,705.7195917833105,705.1885351855332,704.6849465698956,704.1853904086379,703.6942940943096,703.2134414557239,702.9299229422979,702.7167631641498,702.5094258740374,702.3167894500867,702.1305168664795,702.0289112262343,702.1976177782606,702.3952417732446,702.6718041888142,702.9613498419012,703.2491960004719,602.798330763896,604.8170740282831,604.2164022769779,622.1142805580016,606.0602147504119,600.6319299699182,614.6184228775197,601.6977571563818,606.4500846085114,607.5032548040854,601.0800317599645,602.1058022034085,603.6806623614441,601.1373695532441,600.6784750062768,601.2977317394447,601.392454296579,600.2780169851609,600.5919050664158,600.7589260762975,600.1686394712191,600.439165449274,600.6746325966802,600.0629820219534,600.5629332557535,600.2121728747926,600.3983146688828,600.0038448825289,600.4051289777676,603.2682099182633,603.5981282892798,613.7684250243163,623.3730985491267,633.1518044108404,642.5759610667075,652.8551867070178,663.0636028839423,673.3317353949789,684.3909546303345,694.4085632250658,705.1936600386867,716.9723292096921,728.8952395080565,740.7216047256733,750.1700737254462,759.8059704055989,769.5218384207641,780.5837167945316,792.0963017003161,803.0863732009653,813.2002661425098,822.4899514215228,831.713896775363,841.3615900398111,851.0116145293994,860.9893058815966,871.4115759044855,881.231369675448,889.936927170789,899.1703586670467,909.023697095335,918.9271277129466,928.3950396077514
14.83,620.0297435837238,600.3865127920029,601.3075123761339,604.2215750911635,603.0333562430754,603.6356608413886,608.4647448236145,613.0170622406921,617.9309285372087,622.8361142578664,628.1449418758401,601.1580387516119,609.5603141654069,603.0252743923794,601.8180641413785,610.1105544665534,606.5507681748404,602.7939263266651,602.8668408335014,601.1715457519301,604.3297543459499,607.9196483075851,601.0782978608682,600.243720025679,601.6816175565718,600.2939160656521,600.2011547195369,600.341839828463,600.2513742955518,602.4779182486989,600.133454631833,600.33794108111,600.3737772535292,600.3617369143574,600.2527183386652,600.3413382594033,600.5496558217267,601.1174602577717,601.4289173757185,609.4320417929487,619.7498428380836,631.8758198098335,645.0695358072735,659.268923012626,671.1509588414472,682.1647004140262,694.9950401128604,709.3062407423589,725.1835872550166,743.4321710923696,785.1632026021623,799.5218614050958,813.3836630428347,828.4692952471662,843.8691389959749,860.8704936146427,874.3732548075048,888.450223915051,903.3072109382051,918.746257149489,934.5147753918852,949.0081550424476,963.1369395809853,978.4985382318206,994.3933063709898,1008.0959075894253,1022.6153147654437,1036.2871758419562,1049.7446626183716,1064.5730696435608,1079.6088353948667,1094.4888558763514,1110.9549585591976,1126.4141896896758,1140.1971101454114,1155.0887332253483,1170.2931925125104,1183.6051541368213,1197.791303394438,1213.8619522291785,1228.9476465340715,1245.1930463279293,1262.4896012777738,1278.36253571635,1294.5702436379,1309.9388341195545,1324.1300959551418,1338.1635883796182,1354.2099685253504,1371.2675663931998,1387.117421755648
19.78,602.9721913309728,604.115646391833,608.8133140633388,617.414482638031,600.5343176067282,600.1081549176791,603.5038977551143,612.9397031372251,622.3203052954092,600.2140650288071,600.4633447603294,600.8063947625943,600.3741418909345,600.1966707454063,600.0884867863292,602.7890095412904,600.6603620734307,600.2239837373643,600.2343548782711,600.4546971067541,600.7275218282443,602.8741573583842,600.2251542241221,600.7816157043687,601.3596490827504,600.2017335793082,600.3088353067444,601.5072361729003,601.1889463449055,616.0245433798807,614.4327270685404,631.9932565417741,650.6000019817482,670.0355929713368,690.9660179677235,713.1002581282925,736.1741684426487,782.8517857294084,803.9692645501049,791.2800255389225,808.0915047274427,827.5151489691879,847.9249505407477,861.0799282651773,879.0987412524574,897.2228791260682,917.658039261243,939.6338497247027,963.1798827365718,989.555903686709,1038.1501076320603,1058.4737549813387,1075.62265167081,1094.7477059174935,1115.9341041013668,1138.4784147836526,1144.9322378232075,1162.2193129322714,1180.4820153818057,1201.2353653515638,1223.903773444623,1250.8554062228393,1285.8559449967274,1305.322251432991,1326.5094241791535,1347.3774657292454,1365.8277340123266,1385.2844235940718,1403.631527239105,1422.420483258695,1442.2197612353923,1460.5806303813947,1479.902971468051,1500.1291790865332,1519.4899447114187,1540.595759448706,1561.098641851931,1579.2466655294595,1598.3969288334902,1617.7960521089487,1635.8815807037915,1654.6797273297873,1673.7443897526584,1692.3738701383434,1712.824271375937,1735.371335100066,1755.1721767562585,1775.4912548278994,1796.6033496846524,1816.1299596011588,1833.3690618535775
24.72,602.2911455151565,606.0466288480674,600.2277885932684,607.6652643914601,600.6639241276549,600.01025106875,602.6990502034994,600.5515683257056,600.066344607846,600.683075589906,600.060029110652,602.1889824702572,600.4018955140173,600.2627565446156,600.1081623363627,600.7328236465245,600.167715738601,600.0468197566014,600.0057590515897,601.0533195530596,603.3078130933734,607.2352263192404,611.0682458702831,632.7091356926481,652.1269409150378,672.2043460523104,692.9361576346672,715.6990977500617,739.6464679808334,763.4099656303403,786.5897268476853,810.9462116770746,836.7260756852238,860.4043395899494,886.1713957155662,900.9508037746828,920.649530546178,941.129570910376,962.1629878415788,985.3619118881397,1008.6570010889656,1029.920549558946,1052.2717664699237,1075.4054473625724,1100.5054365017404,1126.210579952753,1154.130732709867,1183.9862845704142,1216.3128647563851,1249.2984864462621,1304.5562797198972,1295.794245817175,1320.0237826122623,1346.6685699252525,1375.9542118338527,1406.7333269620592,1405.8185112740891,1430.4351100698852,1456.93164194131,1485.879091479063,1516.7372610596642,1552.8256060465503,1601.7736049838911,1624.8573021003458,1648.1439494337742,1672.898260705836,1696.7881172793163,1724.146267929333,1752.1399668669364,1774.802091981263,1798.6006971738204,1827.9270105843266,1853.819395231416,1877.1662418205153,1902.5167261711597,1924.642504213615,1948.8535971801073,1972.6896380017306,1996.8491804019125,2023.6296998353641,2051.248009271782,2076.12837991255,2100.217991938738,2123.287697773165,2146.2324688118347,2169.742012767126,2191.570649494514,2215.8099595987624,2239.831934748864,2264.5531458274627,2290.4560544094375
29.66,600.1640154299952,601.6520001916024,601.1697956528234,600.472422380129,601.8626802447603,601.8362468054856,601.2996584215114,600.1028661169662,604.2335289665177,601.5396465201694,600.2019549145045,603.2261767565763,605.7628394520443,605.0402562285605,607.7220560179892,600.2534621848505,601.292258802382,604.2152842401675,630.6866189434014,654.2821320655905,678.8124395693525,704.610221267445,733.1697166416249,763.3950458894612,796.0576877040593,830.6310698989065,858.4921725183073,886.3362921135106,912.8208764639198,937.6147202093711,962.3904284773542,986.7908989315516,1009.7831440758875,1033.6629115771889,1057.6196363912522,1082.4074716574116,1107.9497952370548,1134.8189747896831,1162.179612245569,1190.0877964588979,1216.228741297981,1243.9788955563583,1273.2819415002937,1303.4730752509063,1336.0083885451718,1369.703415937818,1405.7145285281194,1442.010518635334,1475.3289971117301,1498.733003115827,1513.2719986094203,1544.0495360982086,1567.5527269720765,1593.842811574605,1619.6251463806507,1648.5866607641722,1678.770149040547,1710.4711666953115,1745.6900156241502,1783.3459086811265,1823.1154228787952,1868.5536163375607,1904.4727097864097,1936.4164229342973,1967.5816973223823,2004.4781298648616,2011.9246348622553,2036.5179084894783,2065.858082861306,2095.640758480714,2127.48590184489,2165.2948997531244,2201.779402944937,2243.843204160933,2278.827875864032,2311.2195378070965,2346.513820335441,2374.8814658112465,2401.2989599734033,2427.9173483692034,2457.747864041579,2487.3008446634294,2516.1954857117576,2544.762052487421,2573.275832493003,2604.386159381539,2637.147016519086,2667.361285870933,2697.968915937117,2725.314772487451,2751.71066028362
34.61,601.6892543489257,602.031233269335,603.7937386905824,600.9512908159174,601.5787337508788,600.479351897797,600.4693200163362,600.5228560678273,602.2341614507015,601.8847638107368,600.175109787143,601.583259336642,615.1809548951449,605.4515309577928,623.8947031127373,652.4887864451678,680.8906950325267,709.3442282515288,738.4683473316139,767.4519665436833,797.6980977854631,830.54008240044,864.8563615566577,901.3568387116864,941.2077375359838,983.2367931060307,1025.6283313015228,1053.180242616831,1079.638297803436,1105.3141596888001,1131.5573116190624,1158.3920135036672,1185.005170114154,1213.7982609734854,1243.7358817139263,1274.9485948021695,1306.85568640208,1340.8608343975463,1375.3012800999572,1404.8170958617995,1437.7923931706123,1471.7377025912403,1507.9235391309712,1545.8495312777598,1578.9715846310592,1607.004347406957,1635.1946548193634,1665.83381266527,1696.1192054596136,1730.853527075109,1763.9242337570874,1794.395712623053,1823.78735555029,1856.8113839796551,1889.5368295986123,1926.040582926771,1964.963572858736,2004.5704102545396,2048.2729769364064,2094.3718800556157,2132.6562879433923,2165.5915742049365,2200.136905838776,2239.8892547316673,2279.1134034655347,2324.5691794506224,2321.2651662244407,2353.163316898882,2390.156970351061,2427.8709538580747,2468.311831368004,2515.0858016541074,2560.5934092488164,2611.775148807253,2660.8289326318027,2694.272297143375,2726.0539419226748,2759.9317270781657,2791.567741619136,2825.7670977924668,2861.1555637833358,2896.2091306483526,2934.2436085902796,2977.049735683921,3012.184204676772,3041.35984720158,3073.7278270510174,3109.023276020294,3143.3770789753607,3176.425714238111,3209.867157289685
39.55,600.7282559244034,601.9881490472258,603.9936468274867,600.9508411612065,607.2583132897455,609.7329102201359,605.7438117500676,600.2775502404903,616.6046962479412,610.2132144293823,601.5702377580541,632.431427831644,663.7342016402777,694.9454755944137,727.4752776036374,758.3270678614414,789.3619799793266,821.3037460539326,854.1236726331397,888.0218674852354,924.1010046477069,962.0644573088064,1001.7669964586714,1046.985050350043,1090.4138613182367,1131.3124256927777,1169.5202261837126,1212.5928023595986,1243.8879051813567,1274.7986059994114,1306.3205098576977,1338.867987255498,1371.429411875598,1405.734563758781,1441.2130223298664,1478.4249780093069,1516.6730859246504,1556.820153990553,1593.5251185387933,1630.9609827357542,1670.3064294873498,1706.2971446069737,1736.5447676956353,1768.722124871001,1800.7189063836702,1834.777868614955,1869.223144932186,1906.4582774079395,1944.4185570682732,1983.0143627451787,2017.2156756779898,2054.211247732387,2090.256104968301,2130.6091311947966,2171.1335844057803,2214.982553049385,2262.4602524265265,2310.0042327543124,2362.072767405987,2404.137966420616,2421.83157218843,2462.1198088427427,2505.0096250028632,2552.53450467962,2599.813589042442,2654.5953754429042,2639.90744201079,2679.7646008873153,2725.29740806076,2770.7688441274036,2819.5891685472475,2875.314705910856,2930.3115851524562,2981.8996542908653,3026.2507001153153,3068.6114533063583,3084.5079662211983,3120.8729086461053,3155.67989464806,3192.7684006139675,3235.652054648363,3279.4844586392023,3325.495192937921,3376.397203540359,3431.4280496053216,3470.8743116834466,3511.2479664895327,3554.1429575558814,3595.787651942107,3639.865859001475,3683.6606906933735
44.5,605.4377660170263,600.6389890806213,604.136609084457,604.7450247076174,612.8505235721494,638.7832259452202,602.8645090983222,614.5638943671694,630.1253109131181,661.5520200450019,693.7965639215187,727.083554290337,761.2625287990065,795.7364806485184,831.8137871500653,867.6541423863016,902.0003922584864,938.0475426896669,974.918774376977,1014.1985734889404,1057.4117218156928,1102.564877915942,1149.6104025457432,1199.8864746665852,1238.5152495986817,1276.1947993023011,1314.267939225943,1384.2807272209975,1419.2155619161688,1454.7957576812344,1480.791963705613,1529.0601851861682,1567.7674174111332,1608.3597818809928,1649.3442827615022,1692.183722660221,1734.1037818101072,1775.8932646325852,1814.2516920877772,1850.9654456476107,1884.2005044285515,1920.127695859796,1956.1746976712236,1993.7757590689857,2032.1285151535328,2072.4372720709753,2113.725231039473,2158.217078144993,2200.6368801627186,2240.5024787901893,2281.364472859607,2325.0840451926542,2368.0337439282066,2415.578458795849,2464.492645941963,2513.6479445030245,2552.1942875756085,2615.52705739568,2651.7644760331063,2686.368932169657,2720.9878313975473,2759.3008760676694,2796.528088161535,2836.5822461645894,2878.1251446084834,2922.7870866133753,2969.4082830054163,3017.218908744865,3070.9066008031746,3124.5386026720653,3182.7404465501763,3240.492955372789,3284.324543884052,3329.025089749039,3384.619690199915,3440.7097585878805,3439.042424257775,3482.462753577294,3525.141044725724,3569.375959033085,3619.855180380988,3672.9693198412638,3727.3719159866996,3786.462766853288,3851.620485992421,3900.693743355359,3951.1667202855233,4000.59964087048,4052.4247177196808,4093.4506454561283,4136.0268168414905
49.44,605.1631530331354,629.05691826817,603.9881720579617,607.2114398706336,615.6485272870235,624.5242903506294,655.1211211039807,686.7448675495544,719.9376188559363,754.1571743319669,789.2975814933513,825.1819677522053,862.2466217330459,900.0776028190627,939.9260616228258,979.7719974956494,1019.0608288705266,1061.055199586969,1104.1296977465206,1148.953463817071,1196.1164869067518,1244.4954159271258,1291.2308000894222,1336.3844354207308,1376.703982694083,1417.9196472289268,1460.8183369681935,1504.5454045304152,1551.2816680720646,1600.1646715899697,1652.0815386654901,1708.061990341922,1768.553501603682,1820.4756067773437,1863.6063013838216,1906.3679650507709,1944.5798840553184,1984.2999349768816,2021.9712677920957,2061.791440619632,2100.782235414823,2142.1947697841997,2183.863534902982,2227.3251673283794,2272.2891750562003,2319.0224208523105,2366.9813690145425,2416.21180661044,2461.5771634539324,2507.690713032852,2555.197795425559,2605.802261607308,2656.6904729995013,2702.5824255930775,2744.5573122916526,2785.8453941794073,2830.6638851356984,2876.230164534982,2924.1609676735347,2974.5168892559336,3017.0125516112435,3061.3430200335597,3105.6683397687057,3152.815439752688,3201.774670164786,3254.281024165966,3307.9006089637714,3364.129953445048,3426.858224347494,3483.8794307712237,3530.3342724750905,3582.3822163841337,3630.7573402212156,3670.184238804613,3751.009020547005,3816.0549326152845,3800.6580632183677,3851.5510309047454,3902.6119602498384,3954.496008890639,4012.76992019086,4074.991113359619,4138.075502792254,4206.033203125576,4280.681237129243,4337.194898886497,4399.681441257775,4449.547865655523,4498.499545328517,4549.364691607282,4598.749636281641
54.38,600.0769187655695,616.5232422941988,619.092603470316,647.82031714334,677.8006806665574,709.3210569322698,742.7946441508788,777.220243997964,812.7261669313541,849.3761646919133,887.0973009649299,925.9079982271701,966.1605095027845,1007.9981809035461,1053.8964811593014,1100.2672700453845,1143.9461056223483,1188.9375629004235,1237.499731177451,1286.964250456184,1336.2549437083694,1383.9205328084122,1429.0926672759454,1473.7398418541634,1518.465983615606,1565.2190057594917,1613.2254310444412,1662.484482558021,1714.6535050229113,1770.8628347262393,1830.0242459661142,1893.4340369049432,1958.956905238364,2020.4650906245138,2065.8252627579586,2108.08429944162,2149.4083556881437,2192.6899763695956,2235.5949873472086,2280.799736930308,2325.6857131307534,2372.0986247893848,2420.141129433357,2469.9823323336464,2521.64194983278,2574.8697162393782,2630.34319891848,2680.6510666411536,2732.370357597509,2784.8453681431915,2837.579697619409,2880.9065101606266,2925.0832886745798,2970.138619397955,3018.2292673103,3065.9585893934395,3117.0596145826626,3170.5046591150713,3225.5050382018903,3274.3236413230093,3321.6491116471293,3372.703705454417,3424.8284029919782,3478.600745273445,3534.677545996198,3595.049027843772,3656.686142669783,3716.5733623156125,3768.555255309732,3818.945869511355,3872.8378171077516,3931.279481006006,3973.2406076911298,4019.1108092139207,4126.114758434077,4200.7951657277545,4171.313574249292,4229.35332883276,4288.620100878455,4348.380943024412,4414.893311443522,4486.465663653378,4558.469865438395,4629.789860052909,4683.134855031342,4726.506675372745,4833.8370319118685,4892.519910349983,4947.091836131354,,
59.33,642.3444903698022,669.9934718152768,699.0715197884829,730.7846461693289,763.6924203796526,797.6325427298463,833.3357139068612,870.0319307020883,907.7571952080999,947.1318241901145,987.7187173886416,1031.3120126078838,1077.2144372565203,1124.3339364677934,1172.9688841809007,1224.086294254445,1274.5316640672643,1326.4439940518746,1377.749861326386,1426.8741978290398,1475.0466808978197,1522.1203615607296,1568.5816668452424,1616.3574385804923,1665.450553418478,1716.8760652116177,1771.263057432348,1826.8862623788011,1885.2395224793263,1947.8493323951016,2014.3956471561212,2086.2373479070393,2145.9363255707667,2198.6707810933817,2251.4360039266417,2303.8693110760687,2361.18078230147,2409.243784621718,2457.877909906452,2508.554484341583,2559.357947108385,2611.6535334666028,2666.5694714954157,2722.1762028895178,2780.6707734172073,2840.356339151597,2899.1894241606756,2954.8965352166106,3001.5143704661173,3049.4647758236733,3094.756198322215,3144.415735177012,3194.963115742247,3245.904166027731,3300.215461944323,3355.207818622116,3413.038751866549,3473.84547003333,3528.0916710911106,3581.623617123749,3635.7933675477875,3693.5818312091355,3753.2313956039366,3813.8980387030792,3877.871860257029,3941.408865084131,3992.6090849430816,4045.581329356566,4104.689861800811,4162.844910579642,4222.943059773816,4275.3798565005645,4323.929864983632,4376.807877096951,4510.539803769969,4588.449300076437,4550.747851378797,4616.516011927343,4684.700107481777,4752.215644542359,4826.890343161381,4908.496905292654,4978.824988095237,,,,,,,,
